SampleID,Q-001使用している,Q-002使用中のブランド(V),Q3_好きなところ(FA),Q4_嫌いなところ(FA),Q5_他に使用してみたいブランドの有無(V),Q5_2_他に使用してみたいブランド(V),Q6_理由(FA),Q7_年代(V),Q8_婚姻(V),Q9_ファンデーションのタイプ(V),Q10_購入場所(V),Q11_感じていること・要望など(FA)
5082,1,レヴュー,肌さわりが良い。てかりが抑えられる。,なし。,ない,,,25-29歳,未婚,パウダリータイプ,ドラッグストア,なし
5083,1,オルビス,酸化しやすい油分不使用である。決め細やかでなめらかな仕上がりである。リフィルとケースが別売りで楽しめる。価格が手ごろである。,特に無し,ない,,,30-34歳,未婚,パウダリータイプ,インターネット以外の通信販売,種類が多すぎて自分に合うファンデーションを探すのが大変だった。
5084,1,セルフィット,値段が手頃で薄付きなところが自分に合っています。,特に気に入らない点はありません。,ある,プラウディア,カバー力が強そうなのもたまには使ってみたいので。,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,カバー力があって薄付きでお値段が手頃なものが欲しいです。
5085,1,プラウディア,使いやすい,色,ない,,,19歳以下,未婚,リキッドタイプ,デパート,もっと長持ちするのがほしい。
5086,1,その他,特にない,特にない,ある,コーセー（メーカー）,CMでみたので。,25-29歳,未婚,パウダリータイプ,化粧品専門店,のりが悪い。
5087,1,オルビス,値段が安い。さらっとした仕上がり。,カバー力が弱い。,ある,マキアージュ,新しいブランドなので。,30-34歳,未婚,パウダリータイプ,ブランド専門のインターネット通信販売,パウダーは化粧崩れしやすい。リキッドは面倒。
5088,1,その他,伸びが良く、薄付きでもちゃんとカバーしてくれる,値段が高い,ある,マジョリカマジョルカ,マジョリカマジョルカのグロスやネイルを使ってるので、ファンデも試してみたい,20-24歳,未婚,リキッドタイプ,デパート,色のバリエーションをもっと増やして欲しい
5089,1,クリニーク,のびがいい自然な発色むらにならない,特になし,ない,,,20-24歳,未婚,リキッドタイプ,デパート,自然に肌になじんできれいに見えるものがほしい。
5090,1,その他,色合いがよい。ボトルデザインが独特。,とくになし,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,ブランド専門のインターネット通信販売,リキッドしか使いません。これからの季節は特にパウダーはつきにくいです。
5091,1,オルビス,特に無い,特に無い,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,その他,基本的には使いたくないので特に無い
5092,1,SK-Ⅱ,きめが細かい,高い,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,大型スーパー,どうしてもテカって来るのが気になる
5093,1,プラウディア,皮脂崩れがしないこと。うすづきでカバー力がある。,特になし,ある,マックスファクター（メーカー）,ＳＫ－２は、ＣＭがきれいなので本当かどうか使ってみたい,40-49歳,既婚（子供あり）,パウダリータイプ,デパート,きめ細かい肌に見せてくれるので、年齢がいけばいくほど必需品であると共に、肌の老化防止にも役立つ。
5094,1,その他,真珠とシルクの粉でできている自然のもの。,カバー力はやはりシミとかには難しい。,ない,,,35-39歳,未婚,パウダリータイプ,ブランド専門のインターネット通信販売,普通の油性のファンデーションは肌が呼吸できなくて気持ち悪い。
5095,1,その他,自然な仕上がり,ちょっと高い,ない,,,30-34歳,既婚（子供なし）,パウダリータイプ,化粧品専門店,崩れにくく、へたりにくいモノがあれば良い。肌の調子が悪いとやはりのりが悪くなってしまうので。
5096,1,レヴュー,荒れにくい。のりがよい,カバー力にかける,ない,,,30-34歳,未婚,パウダリータイプ,ドラッグストア,特になし
5097,1,その他,無香料なところアレルギーテスト済みなところ,意外と粉っぽいなと感じることがある,ない,,,25-29歳,未婚,パウダリータイプ,ディスカウント系のインターネット通信販売,ファンデーションをつけると肌が荒れるように感じることがある。肌に優しい無添加のファンデーションがもっとあればいい
5098,1,オルビス,肌に優しい,色を手元で合わせられない,ない,,,25-29歳,未婚,パウダリータイプ,その他,ほとんどのファンデーションが湿疹やかぶれがおきて肌に合わず使えません
5099,1,プラウディア,同じブランドの下地が良い。厚塗りにならない。,特にない。,ある,マキアージュ,まだ試したことがないし、資生堂の商品は相性がいいので。,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,育児中で、赤ちゃんが触らないように、ふだん化粧はしないので、あまり気になることはない。
5100,1,その他,自分の肌に合う。価格が安い。,使用している品番がなくなってしまう。,ある,DHC,人気商品だから、良いものだと思う。,50-59歳,既婚（子供なし）,リキッドタイプ,ブランド専門のインターネット通信販売,なるべく自然に見えるのが良いと思います。
5101,1,オルビス,値段のわりに、毛穴も埋めてくれるし、日焼け止めの効果もあるから。,特にありません。,ない,,,19歳以下,未婚,リキッドタイプ,化粧品専門店,肌荒れが心配。
5102,1,レヴュー,手軽な所。,かさつく感じ。,ある,マキアージュ,新ブランドなので。,35-39歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,夏の暑さで流れる汗や滲む脂に負けないファンでが欲しいが、毎年裏切られている。
5103,1,化粧惑星,つき易い,特になし,ある,マキアージュ,口コミでよかったから,25-29歳,未婚,パウダリータイプ,コンビニエンスストア,肌につきやすいのがいい
5104,1,その他,持ちがよい。崩れにくい。安い。,伸びがいまいち。圧迫感がある。肌に負担かかっているように思う。,ある,オルビス,スーパーリキッドファンデは崩れにくいと聞いたので。,25-29歳,未婚,リキッドタイプ,バラエティショップ,成分的にも安全なファンデが増えてほしい。
5105,1,ファインフィット,どこにでも売っている。シミを隠す効果がある方だと思う。,ケースがオシャレじゃない。,ある,SK-Ⅱ,皆の評判がよい。でも高いから、どうしょうかな？と思ってます。,25-29歳,未婚,パウダリータイプ,ドラッグストア,よく、服を脱ぎ着する時にファンデが付かないのがあると言うけど、やっぱり黒い服なんか着ると服に付く。
5106,1,プラウディア,色がいい。ノリもいい。,なし,ある,花王ソフィーナ（メーカー),友人からのすすめ,25-29歳,未婚,パウダリータイプ,デパート,とくになし
5107,1,その他,自然な感じ,高い,ある,資生堂（メーカー）,高品質,40-49歳,既婚（子供あり）,パウダリータイプ,その他,もっと自然な肌にやさしい製品が欲しい
